City,State,Median Income,Percent with Bachelors or Higher,Population,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Haines CDP,Alaska,32041,34.3657817109144,,,,,
Gustavus city,Alaska,43957,40.9793814432989,447,,,,
Denali Park CDP,Alaska,28650,58.4070796460177,,,,,
Susitna CDP,Alaska,-666666666,,,,,,
Tanaina CDP,Alaska,29044,20.1453308596165,,,,,
Jenner CDP,California,28917,56.6666666666666,,,,,
Johnstonville CDP,California,29182,17.3102529960053,,,,,
Junction City CDP,California,30176,24.2685025817555,,,,,
June Lake CDP,California,50876,22.8260869565217,,,,,
Kelly Ridge CDP,California,27671,14.3200384430562,,,,,
Kennedy Meadows CDP,California,-666666666,,,,,,
Kenwood CDP,California,44433,68.6486486486486,,,,,
Big Bend CDP,California,14617,14.9425287356321,,,,,
Palo Cedro CDP,California,31223,27.3408239700374,,,,,
Cobb CDP,California,38134,21.3077790304396,,,,,
Nuiqsut city,Alaska,28548,23.8461538461538,425,,,,
Myrtletown CDP,California,34808,22.6593625498007,,,,,
Pine Hills CDP,California,28016,26.5213815789473,,,,,
Weaverville CDP,California,24466,21.2276214833759,,,,,
Desert Hot Springs city,California,18076,12.3624629707998,28878,,,,
Friant CDP,California,26265,13.6792452830188,,,,,
Sunol CDP,California,77005,44.213649851632,,,,,
Union City city,California,41447,40.3576013203741,74107,,,,
Caruthers CDP,California,17132,13.8852672750977,,,,,
Riverdale CDP,California,17730,10.3265666372462,,,,,
Selma city,California,17198,9.48365967528395,24825,,,,
Desert Palms CDP,California,55495,42.2057735011102,,,,,
Diablo Grande CDP,California,48942,26.4919941775837,,,,,
Dobbins CDP,California,30650,7.53768844221105,,,,,
Dogtown CDP,California,38279,17.6713034518289,,,,,
Dos Palos Y CDP,California,11877,0,,,,,
Douglas City CDP,California,29026,15.4761904761904,,,,,
Downieville CDP,California,40182,29.5999999999999,,,,,
Talmage CDP,California,29630,38.341968911917,,,,,
Home Garden CDP,California,12683,1.05882352941176,,,,,
Guerneville CDP,California,43631,34.4670658682634,,,,,
Manton CDP,California,16688,13.2701421800947,,,,,
Rancho Tehama Reserve CDP,California,21368,4.04290429042904,,,,,
Durham CDP,California,37645,38.5846867749419,,,,,
Armona CDP,California,16547,9.89429175475687,,,,,
Buena Park city,California,29594,30.5132503477547,81788,,,,
San Leandro city,California,36755,31.7166550649193,88815,,,,
Bowles CDP,California,11347,18.4397163120567,,,,,
Huron city,California,10591,1.0566037735849,7281,,,,
Sanger city,California,18679,12.159120995499,25339,,,,
Alhambra city,California,31691,35.453351685731,83750,,,,
Bradbury city,California,71948,54.3859649122807,1070,,,,
Blythe city,California,17143,7.75969962453066,19682,,,,
Woodside town,California,144341,78.6808621137367,5458,,,,
Buttonwillow CDP,California,13389,3.7593984962406,,,,,
Banning city,California,22884,15.2898754331741,31221,,,,
Calimesa city,California,28292,18.90103124519,9160,,,,
Home Gardens CDP,California,23135,12.5355739260062,,,,,
Brawley city,California,17185,11.6745283018867,26227,,,,
El Centro city,California,19465,17.8169119855812,44079,,,,
Holtville city,California,15628,10.8972621306587,6621,,,,
Imperial city,California,23587,23.0777468408652,18120,,,,
Lucerne CDP,California,33217,19.6135265700483,,,,,
North Lakeport CDP,California,28229,21.9718309859154,,,,,
Lake of the Pines CDP,California,47755,45.8092485549132,,,,,
Truckee town,California,49124,51.9188930467322,16735,,,,
Dillon Beach CDP,California,70627,56.578947368421,,,,,
Romoland CDP,California,15527,8.15576781778104,,,,,
Indio city,California,27211,17.1657039885443,91765,,,,
Murrieta city,California,33039,30.2922421434903,116223,,,,
Thousand Palms CDP,California,25724,12.2978638450788,,,,,
Calexico city,California,16841,17.7810982443033,39825,,,,
Desert Shores CDP,California,16091,16.9811320754717,,,,,
Ocotillo CDP,California,27230,0,,,,,
Bolinas CDP,California,46878,56.3483735571878,,,,,
Corte Madera town,California,77635,66.706038683006,9751,,,,
Bodfish CDP,California,17171,16.1022805805114,,,,,
Delano city,California,14088,7.65071725474263,53573,,,,
Channel Islands Beach CDP,California,54502,43.8337182448036,,,,,
Golden Hills CDP,California,29472,17.8672433871236,,,,,
Keene CDP,California,55826,59.7883597883597,,,,,
Kirkwood CDP,California,39980,34.3283582089552,,,,,
San Luis Obispo city,California,34357,49.995995835669,47459,,,,
Edgewood CDP,California,29214,31.0344827586206,,,,,
Gazelle CDP,California,24030,12.9629629629629,,,,,
Los Gatos town,California,87111,69.8298777246145,30222,,,,
Loyola CDP,California,109442,89.4276976845784,,,,,
Stanford CDP,California,36575,93.5617860851505,,,,,
Alpine CDP,California,43228,35.6429047301798,,,,,
Camp Pendleton North CDP,California,19952,36.1681796464405,,,,,
Dorris city,California,17912,5.4673721340388,897,,,,
Cambria CDP,California,43365,40.9137895389704,,,,,
Pismo Beach city,California,60912,46.133909287257,8168,,,,
Tulelake city,California,13352,5.72033898305084,978,,,,
Palo Alto city,California,92590,82.8366574311034,65364,,,,
Shafter city,California,16118,9.92416440408201,20401,,,,
Catalina CDP,Arizona,28281,26.811970247362,,,,,
Green Valley CDP,Arizona,40484,42.1334893471795,,,,,
Tucson city,Arizona,23655,27.3877749415699,548073,,,,
Valencia West CDP,Arizona,24752,19.0026392554521,,,,,
Fortuna Foothills CDP,Arizona,28848,15.159973337777,,,,,
Casa Grande city,Arizona,24067,16.3141743385585,58632,,,,
Ali Chukson CDP,Arizona,14379,0,,,,,
Ali Molina CDP,Arizona,,0,,,,,
Anthem CDP,Arizona,47388,47.8220818528753,,,,,
Alpine CDP,Arizona,26841,19.6969696969696,,,,,
Anegam CDP,Arizona,9986,15.625,,,,,
Antares CDP,Arizona,18824,13.8157894736842,,,,,
Arivaca CDP,Arizona,30031,29.1858678955453,,,,,
Arivaca Junction CDP,Arizona,13414,11.87648456057,,,,,
Arlington CDP,Arizona,30834,0,,,,,
Avenue B and C CDP,Arizona,11846,5.53648068669527,,,,,
Aztec CDP,Arizona,-666666666,,,,,,
Bear Flat CDP,Arizona,-666666666,,,,,,
Beaver Dam CDP,Arizona,16050,8.5924713584288,,,,,
Beaver Valley CDP,Arizona,24797,18.4397163120567,,,,,
Brenda CDP,Arizona,25515,18.7368421052631,,,,,
Buckshot CDP,Arizona,17026,0,,,,,
Beyerville CDP,Arizona,18961,0,,,,,
Bowie CDP,Arizona,18396,2.75229357798165,,,,,
Bryce CDP,Arizona,,0,,,,,
Bylas CDP,Arizona,10442,3.51966873706004,,,,,
Cactus Flats CDP,Arizona,20793,10.7142857142857,,,,,
Cane Beds CDP,Arizona,9326,13.1782945736434,,,,,
Carrizo CDP,Arizona,9906,20.8333333333333,,,,,
Casa Blanca CDP,Arizona,11677,5.36332179930795,,,,,
Cactus Forest CDP,Arizona,18392,14.7619047619047,,,,,
Campo Bonito CDP,Arizona,24380,0,,,,,
Cedar Creek CDP,Arizona,7892,0,,,,,
Centennial Park CDP,Arizona,14413,14.2268041237113,,,,,
Central CDP,Arizona,25410,12.4401913875598,,,,,
Charco CDP,Arizona,15429,0,,,,,
Davis city,California,38997,73.8482616886453,69413,,,,
Sierra Brooks CDP,California,37626,14.5833333333333,,,,,
Sierra City CDP,California,65992,55.5555555555555,,,,,
Sierra Village CDP,California,47262,54.4378698224852,,,,,
Sierraville CDP,California,27233,48.1927710843373,,,,,
Silverado Resort CDP,California,104257,63.1336405529953,,,,,
Silver City CDP,California,-666666666,,,,,,
Silver Lakes CDP,California,31920,27.5436046511627,,,,,
Sisquoc CDP,California,27835,11.7647058823529,,,,,
Sky Valley CDP,California,25026,16.3230240549828,,,,,
Sleepy Hollow CDP,California,97962,70.2963473466574,,,,,
Smartsville CDP,California,20762,0.704225352112676,,,,,
Smith Corner CDP,California,14030,0,,,,,
Smith River CDP,California,23684,13.5593220338983,,,,,
Snelling CDP,California,30473,12,,,,,
Soda Bay CDP,California,34675,28.6079182630906,,,,,
Soda Springs CDP,California,,0,,,,,
South Monrovia Island CDP,California,22353,17.6610411219396,,,,,
Spaulding CDP,California,48365,0,,,,,
Spring Valley CDP (Lake County),California,33825,9.77443609022556,,,,,
Spring Valley CDP (San Diego County),California,28981,26.3717831983514,,,,,
Spring Valley Lake CDP,California,34528,29.2119089316987,,,,,
Stevenson Ranch CDP,California,57119,53.716348795228,,,,,
Stevinson CDP,California,29947,9.03614457831325,,,,,
Stirling City CDP,California,14224,7.48663101604278,,,,,
Stonyford CDP,California,22953,17.9775280898876,,,,,
Strawberry CDP (Marin County),California,77882,72.7344159245678,,,,,
Strawberry CDP (Tuolumne County),California,18680,0,,,,,
Sugarloaf Mountain Park CDP,California,-666666666,,,,,,
Sugarloaf Saw Mill CDP,California,-666666666,,,,,,
Sugarloaf Village CDP,California,25511,22.2222222222222,,,,,
Sultana CDP,California,9631,2.54777070063694,,,,,
Sunnyside CDP,California,33493,38.7957577830995,,,,,
Sunny Slopes CDP,California,56124,91.0447761194029,,,,,
Sun Village CDP,California,17074,5.46620046620046,,,,,
Swall Meadows CDP,California,65473,61.2244897959183,,,,,
Tahoma CDP,California,36812,46.7551622418879,,,,,
Tarpey Village CDP,California,23272,17.1894604767879,,,,,
Terminous CDP,California,28827,10.3015075376884,,,,,
Rossmoor CDP,California,56861,60.9620840856332,,,,,
Tustin city,California,38971,43.7380460561548,79348,,,,
Beale AFB CDP,California,20982,34.1935483870967,,,,,
Ashland CDP,California,26439,20.0613120784794,,,,,
Diablo CDP,California,124518,81.1791383219954,,,,,
Alamo CDP,California,104767,74.1677637765657,,,,,
Byron CDP,California,42722,19.4117647058823,,,,,
Richmond city,California,31089,28.2297601696038,110567,,,,
Vine Hill CDP,California,38622,27.503974562798,,,,,
Hilmar-Irwin CDP,California,31648,17.9225536368393,,,,,
Lost Hills CDP,California,12276,1.30023640661938,,,,,
Cloverdale city,California,33604,28.1352057478772,8656,,,,
Castro Valley CDP,California,47924,44.8684124457623,,,,,
Calwa CDP,California,12697,0,,,,,
Clovis city,California,33795,32.6360073766712,114584,,,,
Glen Ellen CDP,California,60257,61.8811881188118,,,,,
Rohnert Park city,California,34880,29.3217161899472,43291,,,,
Chico city,California,30080,37.3851332908743,103301,,,,
Oroville East CDP,California,28862,18.2788051209103,,,,,
Doyle CDP,California,36274,5.82329317269076,,,,,
Drytown CDP,California,49705,100,,,,,
Dunnigan CDP,California,32418,19.4154488517745,,,,,
Dutch Flat CDP,California,41234,34.4155844155844,,,,,
Eagleville CDP,California,46279,1.92307692307692,,,,,
East Nicolaus CDP,California,28747,15.2173913043478,,,,,
East Rancho Dominguez CDP,California,16020,4.43847393874261,,,,,
East Tulare Villa CDP,California,18915,4.65549348230912,,,,,
Edmundson Acres CDP,California,16848,9.41176470588235,,,,,
Edna CDP,California,34132,41.0596026490066,,,,,
Elizabeth Lake CDP,California,32219,14.307931570762,,,,,
Elk Creek CDP,California,23678,10.9090909090909,,,,,
El Nido CDP,California,31869,2.82485875706214,,,,,
El Portal CDP,California,28641,33.3333333333333,,,,,
El Rancho CDP,California,18839,0,,,,,
El Sobrante CDP (Riverside County),California,43312,42.5725422260718,,,,,
Elverta CDP,California,27964,16.3645915418965,,,,,
Eucalyptus Hills CDP,California,33586,34.3252595155709,,,,,
Fairmead CDP,California,21700,12.0448179271708,,,,,
Fiddletown CDP,California,32061,0,,,,,
Fieldbrook CDP,California,36015,43.5703479576399,,,,,
Fields Landing CDP,California,30190,22.7091633466135,,,,,
Gulf Shores city,Alabama,37108,35.2130325814536,12757,,,,
Summerdale town,Alabama,23383,20.343461030383,1681,,,,
Hammondville town,Alabama,31900,11.8155619596541,495,,,,
Trinity town,Alabama,26866,19.3181818181818,2477,,,,
Slocomb city,Alabama,19949,11.2697220135236,1898,,,,
Livingston city,Alabama,12747,34.5417236662106,3260,,,,
Spanish Fort city,Alabama,39355,44.2864855137664,9214,,,,
Epes town,Alabama,16128,11.8681318681318,329,,,,
Geiger town,Alabama,16055,16,151,,,,
Pinckard town,Alabama,25191,13.4803921568627,630,,,,
Greensboro city,Alabama,16995,14.5875251509054,2268,,,,
Union Grove town,Alabama,42400,36.4864864864864,79,,,,
Riverview town,Alabama,16304,3.84615384615384,181,,,,
Phenix City city,Alabama,23397,22.0586987870048,36487,,,,
Cherokee town,Alabama,19018,7.8525641025641,1008,,,,
Cleveland town,Alabama,20635,9.47712418300653,1306,,,,
Sanford town,Alabama,15998,12.9629629629629,254,,,,
Southside city,Alabama,33806,29.2953285827395,8905,,,,
Dora city,Alabama,22436,14.7017045454545,1905,,,,
Bull Shoals city,Arkansas,21679,17.6991150442477,1946,,,,
Pyatt town,Arkansas,17285,5.46448087431694,230,,,,
Summit city,Arkansas,15036,1.67785234899328,590,,,,
Hampton city,Arkansas,25834,7.81786941580756,1258,,,,
Des Arc city,Arkansas,20961,12.5321888412017,1582,,,,
Caddo Valley town,Arkansas,27186,24.5033112582781,642,,,,
Okolona town,Arkansas,25213,9.1743119266055,137,,,,
Perryville city,Arkansas,21299,13.4533898305084,1458,,,,
Waldenburg town,Arkansas,13071,0,58,,,,
Gibson CDP,Arkansas,26619,22.2466960352422,,,,,
Elkins city,Arkansas,24541,25.1127819548872,3487,,,,
Farmington city,Arkansas,29517,35.4909249945331,7400,,,,
Greenland city,Arkansas,28323,24.814126394052,1403,,,,
Siloam Springs city,Arkansas,19466,23.136999674585,17101,,,,
Lead Hill town,Arkansas,18315,3.28947368421052,265,,,,
Horseshoe Lake town,Arkansas,24057,11.2600536193029,272,,,,
Dierks city,Arkansas,20087,12.4031007751938,1082,,,,
Nashville city,Arkansas,18059,13.8958707360861,4386,,,,
Mountain Pine city,Arkansas,16862,4.30711610486891,783,,,,
Altus city,Arkansas,20522,14.5263157894736,729,,,,
Ozark city,Arkansas,12532,9.00634249471458,3595,,,,
Junction City city,Arkansas,19529,23.887587822014,523,,,,
Pixley CDP,California,11364,0.64365125804564,,,,,
Terra Bella CDP,California,13319,1.79230363732208,,,,,
Tulare city,California,20262,10.8998078191779,65496,,,,
Arbuckle CDP,California,23200,9.76277372262773,,,,,
Lenwood CDP,California,14914,9.87834549878345,,,,,
Montclair city,California,20888,16.2952361480269,40083,,,,
Mountain View Acres CDP,California,17927,12.1071012805587,,,,,
San Antonio Heights CDP,California,62514,42.185708826901,,,,,
Twentynine Palms city,California,21195,20.4767676767676,26073,,,,
Lompoc city,California,23840,12.6020046950106,42853,,,,
Solvang city,California,50841,38.2305752922301,5838,,,,
Vandenberg Village CDP,California,38072,35.9212880143112,,,,,
Foothill Farms CDP,California,23457,15.2633870265563,,,,,
North Highlands CDP,California,20189,13.5691208978064,,,,,
La Crescenta-Montrose CDP,California,43753,51.3673425211054,,,,,
La Habra Heights city,California,59835,47.8369905956112,6492,,,,
Lakewood city,California,35330,30.8328103989242,79307,,,,
Malibu city,California,123376,66.0306505632802,11820,,,,
Rancho Palos Verdes city,California,68059,67.5586687756222,41530,,,,
Soquel CDP,California,46127,41.9984076433121,,,,,
East Oakdale CDP,California,63775,39.2112420670897,,,,,
Mountain Ranch CDP,California,31579,23.3301064859632,,,,,
Crestline CDP,California,31502,26.9218500797448,,,,,
Grand Terrace city,California,31132,26.7998660564795,12584,,,,
Hesperia city,California,19196,11.190467580371,95750,,,,
Lake Arrowhead CDP,California,35238,30.5660950068295,,,,,
Yucaipa city,California,30344,24.4200278955907,53921,,,,
Isla Vista CDP,California,12033,61.4205717653993,,,,,
Belmont city,California,77301,64.6801502753332,26941,,,,
Brisbane city,California,63978,54.813198800109,4671,,,,
Menlo Park city,California,85710,69.6262085635359,34698,,,,
Millbrae city,California,58467,52.2785034576511,22394,,,,
Newman city,California,24907,11.1929520508376,11784,,,,
Riverdale Park CDP,California,12515,11.1963190184049,,,,,
Porterville city,California,18250,11.543039628393,59599,,,,
Galt city,California,28878,16.5179362921813,26536,,,,
La Riviera CDP,California,33997,32.696084850072,,,,,
Arnold CDP,California,41048,26.8329177057356,,,,,
Dorrington CDP,California,83329,34.7490347490347,,,,,
San Jacinto city,California,19713,12.7624808788763,49215,,,,
Arvin city,California,11785,1.91985088536812,21851,,,,
California City city,California,20602,11.0875331564986,14198,,,,
Derby Acres CDP,California,19829,6.22406639004149,,,,,
Yreka city,California,25891,19.6208716044557,7518,,,,
El Paso de Robles (Paso Robles) city,California,32803,24.4312608025412,32153,,,,
Lake Nacimiento CDP,California,34636,17.7602368031573,,,,,
Etna city,California,20893,12.9896907216494,718,,,,
Live Oak city,California,22495,11.497700459908,8912,,,,
Sutter CDP,California,28542,12.4690747154873,,,,,
East Foothills CDP,California,60018,42.3654977129165,,,,,
Lexington Hills CDP,California,74354,60.2683178534571,,,,,
Carmel-by-the-Sea city,California,65522,66.0107334525939,3811,,,,
Del Monte Forest CDP,California,82498,63.2129277566539,,,,,
San Lucas CDP,California,12670,0,,,,,
Spreckels CDP,California,45296,34.1818181818181,,,,,
Fallbrook CDP,California,28804,24.51745773265,,,,,
Granite Hills CDP,California,46708,26.9120800571837,,,,,
Georgetown CDP,California,27320,16.1271676300578,,,,,
McCloud CDP,California,23068,16.055625790139,,,,,
Lompico CDP,California,52556,53.6231884057971,,,,,
Long Barn CDP,California,,0,,,,,
Lookout CDP,California,26625,0,,,,,
Los Berros CDP,California,28332,15.9010600706713,,,,,
Los Olivos CDP,California,54931,46.9673405909797,,,,,
Los Osos CDP,California,38507,42.8885451436945,,,,,
Los Ranchos CDP,California,82077,71.8875502008032,,,,,
Lucerne Valley CDP,California,16829,9.60939372154325,,,,,
Lytle Creek CDP,California,28171,20.034542314335,,,,,
Mabie CDP,California,,0,,,,,
McClellan Park CDP,California,14141,19.8697068403908,,,,,
McClenney Tract CDP,California,12609,23.5294117647058,,,,,
McGee Creek CDP,California,-666666666,,,,,,
McSwain CDP,California,49706,36.1771409964181,,,,,
East Whittier CDP,California,30600,21.7336507491947,,,,,
Jurupa Valley city,California,22347,13.2410604096043,109527,,,,
Garden Acres CDP,California,15723,2.29470578593673,,,,,
Lincoln Village CDP,California,28614,33.3659491193737,,,,,
Carlsbad city,California,58440,59.5356983156953,115382,,,,
Berlin town,Alabama,16707,0,460,,,,
Kellyton town,Alabama,21116,2.11267605633802,198,,,,
Woodstock town,Alabama,27363,11.3826815642458,1638,,,,
Valley Grande city,Alabama,29009,18.3753943217665,3570,,,,
Westover town,Alabama,28361,31.1538461538461,1726,,,,
Magnolia Springs town,Alabama,37578,36.8165249088699,823,,,,
Clay city,Alabama,31796,27.1610555050045,9923,,,,
Pinson city,Alabama,30150,21.0622339347253,7106,,,,
Twin town,Alabama,29690,9.24092409240924,392,,,,
Cusseta town,Alabama,21872,17.391304347826,124,,,,
Lisman town,Alabama,21831,7.31132075471698,493,,,,
Coker town,Alabama,30914,21.0633946830265,964,,,,
Jackson city,Alabama,22572,16.9111044597425,4642,,,,
Dodge City town,Alabama,26560,6.98198198198198,623,,,,
Beaverton town,Alabama,21269,16.2162162162162,187,,,,
Detroit town,Alabama,13479,9.13978494623656,220,,,,
Bon Secour CDP,Alabama,28706,24.3972999035679,,,,,
Lillian CDP,Alabama,27794,22.5997045790251,,,,,
Perdido CDP,Alabama,17771,12,,,,,
Stapleton CDP,Alabama,35469,22.8346456692913,,,,,
Stockton CDP,Alabama,28086,26.0969976905311,,,,,
Catherine CDP,Alabama,-666666666,,,,,,
Choccolocco CDP,Alabama,38658,28.1703322414599,,,,,
